SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTYNAME,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,NPOPCHG_2010,NPOPCHG_2011,NPOPCHG_2012,NPOPCHG_2013,BIRTHS2010,BIRTHS2011,BIRTHS2012,BIRTHS2013,DEATHS2010,DEATHS2011,DEATHS2012,DEATHS2013,NATURALINC2010,NATURALINC2011,NATURALINC2012,NATURALINC2013,INTERNATIONALMIG2010,INTERNATIONALMIG2011,INTERNATIONALMIG2012,INTERNATIONALMIG2013,DOMESTICMIG2010,DOMESTICMIG2011,DOMESTICMIG2012,DOMESTICMIG2013,NETMIG2010,NETMIG2011,NETMIG2012,NETMIG2013,RESIDUAL2010,RESIDUAL2011,RESIDUAL2012,RESIDUAL2013,GQESTIMATESBASE2010,GQESTIMATES2010,GQESTIMATES2011,GQESTIMATES2012,GQESTIMATES2013,RBIRTH2011,RBIRTH2012,RBIRTH2013,RDEATH2011,RDEATH2012,RDEATH2013,RNATURALINC2011,RNATURALINC2012,RNATURALINC2013,RINTERNATIONALMIG2011,RINTERNATIONALMIG2012,RINTERNATIONALMIG2013,RDOMESTICMIG2011,RDOMESTICMIG2012,RDOMESTICMIG2013,RNETMIG2011,RNETMIG2012,RNETMIG2013
040,3,6,01,000,Alabama,Alabama,4779736,4779758,4785570,4801627,4817528,4833722,5812,16057,15901,16194,14966,59700,59356,58858,11090,48424,48596,48922,3876,11276,10760,9936,1426,4931,5732,5256,542,-154,-759,451,1968,4777,4973,5707,-32,4,168,551,115816,115847,114917,114923,115032,12.454109371,12.341208765,12.196969304,10.101805564,10.104006017,10.137961404,2.3523038068,2.2372027481,2.0590079005,1.0286635395,1.1917886758,1.0891853387,-0.032126178,-0.157810119,0.0934593965,0.9965373612,1.0339785563,1.1826447351
050,3,6,01,001,Alabama,Autauga County,54571,54571,54613,55278,55265,55246,42,665,-13,-19,170,636,607,601,146,493,490,469,24,143,117,132,33,49,40,40,-20,428,-180,-173,13,477,-140,-133,5,45,10,-18,455,455,455,455,455,11.575106242,10.982151742,10.876745301,8.9725273225,8.8653284242,8.4878428392,2.6025789191,2.1168233176,2.3889024622,0.8917927765,0.7237002795,0.723909837,7.7895369048,-3.256651258,-3.130910045,8.6813296812,-2.532950978,-2.407000208
050,3,6,01,003,Alabama,Baldwin County,182265,182265,183223,186727,190675,195540,958,3504,3948,4865,549,2187,2127,2206,536,1852,1788,1850,13,335,339,356,71,270,301,288,855,2730,3261,4072,926,3000,3562,4360,19,169,47,149,2307,2307,2263,2244,2240,11.823219354,11.271800361,11.423688878,10.012163806,9.475307497,9.5801561307,1.811055548,1.7964928644,1.8435327473,1.4596567104,1.5951160831,1.4913972787,14.758751183,17.281307465,21.086700413,16.218407893,18.876423548,22.578097692
050,3,6,01,005,Alabama,Barbour County,27457,27457,27341,27301,27232,27076,-116,-40,-69,-156,69,334,277,296,130,309,268,294,-61,25,9,2,5,23,17,17,-60,-89,-94,-200,-55,-66,-77,-183,0,1,-1,25,3193,3193,3382,3387,3388,12.225028366,10.158986302,10.900788098,11.309981333,9.8289109347,10.827134124,0.9150470334,0.3300753672,0.0736539736,0.8418432707,0.6234756936,0.6260587759,-3.257567439,-3.447453835,-7.365397363,-2.415724168,-2.823978142,-6.739338587
050,3,6,01,007,Alabama,Bibb County,22915,22919,22883,22770,22662,22512,-36,-113,-108,-150,57,266,242,250,28,242,242,224,29,24,0,26,2,6,4,5,-66,-131,-112,-165,-64,-125,-108,-160,-1,-12,0,-16,2224,2224,2224,2224,2226,11.653122467,10.653284029,11.068313632,10.601712921,10.653284029,9.917209014,1.0514095459,0,1.1511046177,0.2628523865,0.1760873393,0.2213662726,-5.738943771,-4.930445501,-7.305086997,-5.476091385,-4.754358162,-7.083720724
050,3,6,01,009,Alabama,Blount County,57322,57322,57352,57742,57807,57872,30,390,65,65,152,744,695,698,130,570,572,563,22,174,123,135,9,36,19,20,1,124,-72,-71,10,160,-53,-51,-2,56,-5,-19,489,489,489,489,489,12.92856274,12.029528598,12.067877489,9.9049472605,9.9005616665,9.7338324156,3.0236154795,2.1289669318,2.334045073,0.6255756165,0.3288648106,0.3457844553,2.1547604567,-1.246224545,-1.227534816,2.7803360731,-0.917359735,-0.881750361
050,3,6,01,011,Alabama,Bullock County,10914,10915,10881,10618,10605,10639,-34,-263,-13,34,39,169,128,129,53,137,96,106,-14,32,32,23,5,20,14,16,-26,-332,-62,17,-21,-312,-48,33,1,17,3,-22,1690,1690,1690,1780,1779,15.721661473,12.062385148,12.144605536,12.744778827,9.0467888611,9.9792882696,2.9768826457,3.015596287,2.1653172661,1.8605516536,1.3193233756,1.5063076633,-30.88515745,-5.842717806,1.6004518923,-29.0246058,-4.523394431,3.1067595556
050,3,6,01,013,Alabama,Butler County,20947,20946,20944,20662,20384,20265,-2,-282,-278,-119,68,274,231,244,63,276,264,250,5,-2,-33,-6,1,5,5,5,-6,-291,-252,-108,-5,-286,-247,-103,-2,6,2,-10,333,333,333,333,333,13.171177234,11.255664377,12.00521538,13.267317214,12.86361643,12.300425595,-0.09613998,-1.607952054,-0.295210214,0.2403499495,0.2436290991,0.2460085119,-13.98836706,-12.27890659,-5.313783857,-13.74801711,-12.03527749,-5.067775345
050,3,6,01,015,Alabama,Calhoun County,118572,118572,118448,117769,117253,116736,-124,-679,-516,-517,323,1386,1370,1353,312,1382,1360,1379,11,4,10,-26,10,28,39,29,-139,-665,-559,-468,-129,-637,-520,-439,-6,-46,-6,-52,2919,2921,2867,2942,2943,11.734972504,11.658483036,11.564646201,11.70110534,11.573384619,11.78687887,0.0338671645,0.0850984163,-0.222232669,0.2370701516,0.3318838236,0.2478749001,-5.6304161,-4.757001472,-4.000188043,-5.393345949,-4.425117649,-3.752313143
050,3,6,01,017,Alabama,Chambers County,34215,34170,34110,33995,34074,34162,-60,-115,79,88,94,401,384,391,80,450,472,471,14,-49,-88,-80,7,28,26,26,-75,-87,139,117,-68,-59,165,143,-6,-7,2,25,458,458,458,458,458,11.775934219,11.282669056,11.460226274,13.214888775,13.868280715,13.805029603,-1.438954555,-2.585611659,-2.34480333,0.822259746,0.7639307174,0.7620610821,-2.554878496,4.0840911428,3.4292748696,-1.73261875,4.8480218602,4.1913359517
050,3,6,01,019,Alabama,Cherokee County,25989,25986,25968,26088,26056,26203,-18,120,-32,147,46,221,242,239,110,313,311,297,-64,-92,-69,-58,3,13,13,14,45,173,27,167,48,186,40,181,-2,26,-3,24,290,290,290,290,290,8.4908560012,9.28198834,9.1467498421,12.025510988,11.928505677,11.366463193,-3.534654987,-2.646517337,-2.219713351,0.4994621177,0.4986192083,0.5357928778,6.646688182,1.0355937404,6.3912436135,7.1461502997,1.5342129488,6.9270364913
050,3,6,01,021,Alabama,Chilton County,43643,43642,43700,43786,43800,43951,58,86,14,151,142,564,568,550,144,462,468,460,-2,102,100,90,17,41,32,33,49,-59,-114,12,66,-18,-82,45,-6,2,-4,16,393,393,393,393,393,12.89349153,12.970109378,12.535469681,10.56168987,10.686639417,10.484211006,2.3318016597,2.283469961,2.0512586751,0.937292824,0.7307103875,0.7521281809,-1.348787235,-2.603155755,0.2735011567,-0.411494411,-1.872445368,1.0256293376
050,3,6,01,023,Alabama,Choctaw County,13859,13858,13849,13598,13585,13426,-9,-251,-13,-159,37,114,119,121,21,157,158,174,16,-43,-39,-53,1,4,4,4,-23,-218,24,-119,-22,-214,28,-115,-3,6,-2,9,129,129,129,129,129,8.3069187889,8.7554721701,8.9593128725,11.440230262,11.624912629,12.883639999,-3.133311473,-2.869440459,-3.924327126,0.2914708347,0.2943015855,0.2961756321,-15.88516049,1.7658095133,-8.811225056,-15.59368966,2.0601110988,-8.515049424
050,3,6,01,025,Alabama,Clarke County,25833,25840,25786,25615,25220,25207,-54,-171,-395,-13,64,260,299,269,45,314,279,294,19,-54,20,-25,3,16,17,17,-81,-123,-440,-6,-78,-107,-423,11,5,-10,8,1,280,280,280,280,280,10.116534698,11.763548736,10.668887699,12.217661135,10.976689289,11.660420013,-2.101126437,0.7868594472,-0.991532314,0.6225559814,0.6688305301,0.6742419735,-4.785899107,-17.31090784,-0.237967755,-4.163343126,-16.64207731,0.4362742182
050,3,6,01,027,Alabama,Clay County,13932,13932,13886,13678,13458,13486,-46,-208,-220,28,33,153,137,136,39,202,178,182,-6,-49,-41,-46,1,3,2,2,-36,-165,-184,82,-35,-162,-182,84,-5,3,3,-10,255,255,255,255,255,11.101436657,10.097287736,10.095011876,14.656798723,13.119103774,13.509501188,-3.555362066,-3.021816038,-3.414489311,0.2176752286,0.1474056604,0.148456057,-11.97213757,-13.56132075,6.0866983373,-11.75446234,-13.41391509,6.2351543943
050,3,6,01,029,Alabama,Cleburne County,14972,14972,14969,14960,14885,14994,-3,-9,-75,109,37,184,165,166,22,176,161,172,15,8,4,-6,0,-3,-3,-3,-9,-52,-78,110,-9,-55,-81,107,-9,38,2,8,178,178,178,178,178,12.295766648,11.057128497,11.111482981,11.761168098,10.789076897,11.513102848,0.5345985499,0.2680515999,-0.401619867,-0.200474456,-0.2010387,-0.200809933,-3.474890574,-5.227006199,7.3630308913,-3.675365031,-5.428044899,7.1622209579
050,3,6,01,031,Alabama,Coffee County,49948,49948,50182,50503,51276,50938,234,321,773,-338,172,678,629,642,77,511,494,513,95,167,135,129,54,131,250,179,86,35,383,-668,140,166,633,-489,-1,-12,5,22,600,600,600,600,600,13.46774594,12.360113579,12.561879977,10.150469285,9.7073070083,10.037763907,3.3172766549,2.6528065711,2.5241160702,2.6021751006,4.9126047613,3.5024556323,0.6952376223,7.5261104943,-13.07061655,3.2974127228,12.438715256,-9.568160917
050,3,6,01,033,Alabama,Colbert County,54428,54428,54506,54406,54424,54520,78,-100,18,96,153,606,627,619,128,690,683,652,25,-84,-56,-33,10,44,42,43,46,-41,39,88,56,3,81,131,-3,-19,-7,-2,474,474,474,474,474,11.128250331,11.522558118,11.363636364,12.670780079,12.551686116,11.969452196,-1.542529749,-1.029127998,-0.605815832,0.8079917732,0.7718459983,0.7893963871,-0.752901425,0.7167141413,1.6155088853,0.0550903482,1.4885601397,2.4049052724
050,3,6,01,035,Alabama,Conecuh County,13228,13228,13218,13130,13009,12887,-10,-88,-121,-122,45,159,138,144,12,168,185,178,33,-9,-47,-34,0,0,0,0,-39,-77,-75,-89,-39,-77,-75,-89,-4,-2,1,1,45,45,45,45,45,12.069227266,10.558934925,11.121408712,12.752391073,14.155093921,13.74729688,-0.683163807,-3.596158996,-2.625888168,0,0,0,-5.844845909,-5.73855159,-6.87364844,-5.844845909,-5.73855159,-6.87364844
050,3,6,01,037,Alabama,Coosa County,11539,11544,11563,11117,11000,10898,19,-446,-117,-102,20,94,97,98,11,148,121,101,9,-54,-24,-3,1,3,2,3,13,-451,-94,-55,14,-448,-92,-52,-4,56,-1,-47,124,124,124,124,124,8.2892416226,8.7715332097,8.9505890949,13.051146384,10.941809468,9.2245867202,-4.761904762,-2.170276258,-0.273997625,0.2645502646,0.1808563548,0.2739976254,-39.7707231,-8.500248677,-5.023289798,-39.50617284,-8.319392323,-4.749292173
050,3,6,01,039,Alabama,Covington County,37765,37765,37790,38053,37856,37886,25,263,-197,30,91,463,442,443,91,478,466,499,0,-15,-24,-56,3,12,15,16,24,247,-185,46,27,259,-170,62,-2,19,-3,24,575,575,575,575,575,12.209432644,11.645522929,11.697605028,12.604986617,12.277859015,13.176309049,-0.395553973,-0.632336087,-1.478704022,0.3164431787,0.3952100541,0.4224868633,6.5134554277,-4.874257334,1.214649732,6.8298986063,-4.47904728,1.6371365953
050,3,6,01,041,Alabama,Crenshaw County,13906,13906,13867,13915,13981,13986,-39,48,66,5,50,165,148,147,24,167,152,169,26,-2,-4,-22,1,26,26,26,-63,18,44,5,-62,44,70,31,-3,6,0,-4,132,132,132,132,132,11.878194514,10.610840264,10.512389602,12.02217263,10.89761973,12.0856724,-0.143978115,-0.286779467,-1.573282798,1.8717154992,1.8640665328,1.8593342153,1.2958030379,3.1545741325,0.3575642722,3.1675185372,5.0186406653,2.2168984875
050,3,6,01,043,Alabama,Cullman County,80406,80408,80449,80477,80409,80811,41,28,-68,402,231,999,939,939,230,921,942,945,1,78,-3,-6,12,39,34,34,30,-96,-89,336,42,-57,-55,370,-2,7,-10,38,1056,1056,1052,1049,1049,12.415644458,11.672861529,11.648678824,11.4462548,11.710155017,11.723111277,0.9693896574,-0.037293487,-0.074432453,0.4846948287,0.4226595229,0.4217838978,-1.193094963,-1.106373457,4.1682173428,-0.708400134,-0.683713934,4.5900012405
050,3,6,01,045,Alabama,Dale County,50251,50251,50341,50085,50348,49884,90,-256,263,-464,154,694,704,686,75,455,448,502,79,239,256,184,51,43,216,100,-30,-537,-206,-760,21,-494,10,-660,-10,-1,-3,12,917,917,917,917,917,13.82112202,14.019296446,13.688243276,9.0613984426,8.9213704659,10.016761114,4.7597235776,5.0979259805,3.6714821614,0.8563519407,4.3013750461,1.9953707399,-10.69444168,-4.102237312,-15.16481762,-9.838089738,0.1991377336,-13.16944688
050,3,6,01,047,Alabama,Dallas County,43820,43820,43840,43167,42692,41996,20,-673,-475,-696,165,582,564,543,76,516,551,532,89,66,13,11,1,5,4,4,-68,-771,-499,-703,-67,-766,-495,-699,-2,27,7,-8,786,786,786,786,786,13.378233935,13.137818982,12.823540525,11.861114623,12.834996914,12.563763461,1.5171193122,0.3028220687,0.259777064,0.1149332812,0.0931760212,0.0944643869,-17.72271197,-11.62370864,-16.602116,-17.60777868,-11.53053262,-16.50765162
050,3,6,01,049,Alabama,DeKalb County,71109,71115,71106,71422,70977,71013,-9,316,-445,36,209,904,850,812,151,745,725,734,58,159,125,78,15,87,73,81,-75,51,-649,-112,-60,138,-576,-31,-7,19,6,-11,782,782,782,782,782,12.685226762,11.938286083,11.437425171,10.454086215,10.182655777,10.33875625,2.2311405478,1.7556303064,1.0986689203,1.2208127526,1.0252880989,1.1409254173,0.715648855,-9.115232551,-1.577575886,1.9364616075,-8.089944452,-0.436650468
050,3,6,01,051,Alabama,Elmore County,79303,79296,79512,80010,80417,80902,216,498,407,485,218,966,992,994,191,693,696,717,27,273,296,277,6,11,51,28,169,226,63,154,175,237,114,182,14,-12,-3,26,5483,5483,5484,5503,5498,12.111182157,12.366995581,12.323408898,8.6884567646,8.6768436734,8.8892194968,3.4227253921,3.6901519071,3.4341894011,0.1379120121,0.6358032002,0.3471382788,2.8334649766,0.7854039532,1.9092605335,2.9713769888,1.4212071534,2.2563988123
050,3,6,01,053,Alabama,Escambia County,38319,38319,38314,38230,38070,37983,-5,-84,-160,-87,125,485,446,456,62,432,456,453,63,53,-10,3,3,11,8,8,-61,-140,-156,-112,-58,-129,-148,-104,-10,-8,-2,14,3199,3199,3272,3276,3275,12.672449833,11.690694626,11.991637411,11.287625418,11.952817824,11.912745059,1.3848244147,-0.262123198,0.0788923514,0.287416388,0.2096985583,0.2103796037,-3.658026756,-4.089121887,-2.945314452,-3.370610368,-3.879423329,-2.734934848
050,3,6,01,055,Alabama,Etowah County,104430,104427,104498,104323,104311,103931,71,-175,-12,-380,320,1251,1148,1163,288,1371,1372,1404,32,-120,-224,-241,14,41,38,40,34,-39,181,-178,48,2,219,-138,-9,-57,-7,-1,2085,2085,2085,2085,2085,11.981553579,11.004917703,11.169696795,13.130863275,13.152218718,13.484311522,-1.149309696,-2.147301015,-2.314614727,0.3926808128,0.3642742794,0.3841684194,-0.373525651,1.7350959096,-1.709549466,0.0191551616,2.0993701889,-1.325381047
050,3,6,01,057,Alabama,Fayette County,17241,17241,17250,17074,17005,16909,9,-176,-69,-96,58,188,177,180,39,253,225,218,19,-65,-48,-38,0,0,0,0,-7,-104,-19,-75,-7,-104,-19,-75,-3,-7,-2,17,291,291,291,291,291,10.954434215,10.387628745,10.615085216,14.741871577,13.204612811,12.85604765,-3.787437362,-2.816984066,-2.240962434,0,0,0,-6.059899779,-1.115056193,-4.422952173,-6.059899779,-1.115056193,-4.422952173
050,3,6,01,059,Alabama,Franklin County,31704,31709,31757,31765,31685,31532,48,8,-80,-153,141,419,433,410,66,401,390,364,75,18,43,46,12,38,37,40,-36,-36,-161,-251,-24,2,-124,-211,-3,-12,1,12,272,272,272,272,272,13.19227984,13.648542159,12.971194457,12.625547055,12.293144208,11.515889713,0.5667327855,1.3553979511,1.455304744,1.1964358805,1.1662726556,1.2654823861,-1.133465571,-5.074862096,-7.940901973,0.0629703095,-3.908589441,-6.675419587
050,3,6,01,061,Alabama,Geneva County,26790,26790,26793,26815,26969,26727,3,22,154,-242,72,319,300,309,117,334,329,335,-45,-15,-29,-26,-1,-7,-6,-6,52,27,189,-178,51,20,183,-184,-3,17,0,-32,229,229,229,229,229,11.901208775,11.155734047,11.509237187,12.460826742,12.234121672,12.477651967,-0.559617967,-1.078387625,-0.968414779,-0.261155051,-0.223114681,-0.223480334,1.0073123414,7.0281124498,-6.629916567,0.74615729,6.8049977689,-6.853396901
050,3,6,01,063,Alabama,Greene County,9045,9045,8991,8905,8848,8744,-54,-86,-57,-104,29,105,115,106,37,97,116,94,-8,8,-1,12,0,0,0,0,-48,-94,-56,-88,-48,-94,-56,-88,2,0,0,-28,45,45,45,45,45,11.734465802,12.955556807,12.050932242,10.840411265,13.068213823,10.686675762,0.8940545373,-0.112657016,1.3642564802,0,0,0,-10.50514081,-6.30879288,-10.00454752,-10.50514081,-6.30879288,-10.00454752
050,3,6,01,065,Alabama,Hale County,15760,15760,15732,15389,15420,15406,-28,-343,31,-14,47,188,202,199,27,198,160,180,20,-10,42,19,7,31,32,32,-55,-373,-43,-69,-48,-342,-11,-37,0,9,0,4,334,334,334,315,312,12.081873976,13.113051381,12.911178875,12.724526847,10.386575351,11.678453254,-0.642652871,2.7264760297,1.2327256212,1.9922239003,2.0773150703,2.0761694673,-23.97095209,-2.791392126,-4.476740414,-21.97872819,-0.714077055,-2.400570947
050,3,6,01,067,Alabama,Henry County,17302,17302,17290,17424,17285,17296,-12,134,-139,11,36,189,182,183,59,211,227,208,-23,-22,-45,-25,6,28,27,27,5,122,-123,-6,11,150,-96,21,0,6,2,15,199,199,199,199,199,10.88897851,10.487193523,10.583846621,12.156478654,13.080180933,12.029727307,-1.267500144,-2.59298741,-1.445880686,1.6131820015,1.5557924458,1.5615511408,7.0288644351,-7.08749892,-0.347011365,8.6420464366,-5.531706474,1.2145397762
050,3,6,01,069,Alabama,Houston County,101547,101547,101793,102371,103298,103668,246,578,927,370,328,1331,1351,1341,235,980,997,1041,93,351,354,300,8,51,76,57,144,195,497,44,152,246,573,101,1,-19,0,-31,1416,1416,1416,1416,1416,13.038537646,13.137614322,12.958650213,9.6001253894,9.6951898439,10.05962332,3.4384122568,3.4424244782,2.8990268933,0.4995983621,0.7390515829,0.5508151097,1.9102290316,4.8330083775,0.425190611,2.4098273937,5.5720599604,0.9760057207
050,3,6,01,071,Alabama,Jackson County,53227,53226,53159,53235,53048,52951,-67,76,-187,-97,125,574,598,592,131,648,653,632,-6,-74,-55,-40,4,22,22,22,-65,115,-151,-51,-61,137,-129,-29,0,13,-3,-28,597,597,597,597,597,10.790082147,11.252975546,11.169916697,12.181138034,12.287948214,11.924640798,-1.391055887,-1.034972667,-0.754724101,0.4135571555,0.4139890669,0.4150982556,2.16177604,-2.841470414,-0.962273229,2.5753331955,-2.427481347,-0.547174973
050,3,6,01,073,Alabama,Jefferson County,658466,658474,658514,657998,658327,659479,40,-516,329,1152,2301,8832,9187,8817,1584,6813,6846,6902,717,2019,2341,1915,190,698,719,704,-887,-2962,-2693,-1237,-697,-2264,-1974,-533,20,-271,-38,-230,15774,15776,15748,15818,15821,13.417272307,13.958558867,13.381332305,10.350076566,10.401686514,10.474986455,3.0671957415,3.556872353,2.9063458506,1.0603777254,1.0924353788,1.0684425477,-4.499769087,-4.09169468,-1.877362829,-3.439391361,-2.999259301,-0.808920281
050,3,6,01,075,Alabama,Lamar County,14564,14564,14499,14292,14265,14236,-65,-207,-27,-29,37,140,143,152,72,197,168,177,-35,-57,-25,-25,0,0,0,0,-31,-152,-1,15,-31,-152,-1,15,1,2,-1,-19,217,217,217,217,217,9.7252613664,10.015057604,10.666292411,13.684832066,11.765941801,12.42061682,-3.959570699,-1.750884197,-1.75432441,0,0,0,-10.5588552,-0.070035368,1.0525946458,-10.5588552,-0.070035368,1.0525946458
050,3,6,01,077,Alabama,Lauderdale County,92709,92709,92723,92601,92682,92797,14,-122,81,115,220,950,927,928,228,1084,1051,1058,-8,-134,-124,-130,13,48,48,48,13,4,161,211,26,52,209,259,-4,-40,-4,-14,1891,1891,1865,2085,2086,10.252314865,10.006314665,10.00652365,11.698430856,11.344807673,11.408299592,-1.446115991,-1.338493008,-1.401775942,0.5180116984,0.5181263257,0.5175788095,0.0431676415,1.7378820507,2.2751901833,0.56117934,2.2560083764,2.7927689927
050,3,6,01,079,Alabama,Lawrence County,34339,34339,34309,34055,33777,33587,-30,-254,-278,-190,79,345,394,369,60,388,391,385,19,-43,3,-16,3,5,6,6,-40,-212,-290,-203,-37,-207,-284,-197,-12,-4,3,23,229,229,229,229,229,10.09303142,11.616935959,10.955406449,11.351003452,11.528482132,11.430437622,-1.257972032,0.0884538271,-0.475031174,0.1462758177,0.1769076542,0.1781366902,-6.20209467,-8.55053662,-6.026958019,-6.055818852,-8.373628966,-5.848821329
050,3,6,01,081,Alabama,Lee County,140247,140296,140850,143869,147808,150933,554,3019,3939,3125,433,1630,1675,1666,239,825,880,919,194,805,795,747,124,479,585,532,228,1694,2502,1746,352,2173,3087,2278,8,41,57,100,4410,4409,4311,4210,4211,11.449885677,11.485307378,11.15347408,5.7951875358,6.0340719357,6.1524866021,5.654698141,5.4512354419,5.0009874774,3.3647210056,4.0112864573,3.5616135716,11.89945174,17.155963617,11.689055068,15.264172746,21.167250075,15.250668639
050,3,6,01,083,Alabama,Limestone County,82782,82782,83227,85537,87384,88845,445,2310,1847,1461,242,1011,1012,1030,157,663,718,713,85,348,294,317,21,91,72,75,319,1793,1466,1027,340,1884,1538,1102,20,78,15,42,2907,2907,2958,2759,2758,11.981228224,11.704766917,11.689336034,7.8571259273,8.3043702037,8.0917442646,4.1241022967,3.4003967129,3.5975917698,1.0784290488,0.8327502154,0.8511652452,21.248607523,16.955719664,11.655289425,22.327036572,17.788469879,12.50645467
050,3,6,01,085,Alabama,Lowndes County,11299,11299,11278,11116,10846,10703,-21,-162,-270,-143,48,148,147,138,18,145,118,131,30,3,29,7,0,0,0,0,-50,-172,-305,-161,-50,-172,-305,-161,-1,7,6,11,96,96,96,96,96,13.217826203,13.386758947,12.808018934,12.949897294,10.745833713,12.158336814,0.2679289095,2.6409252345,0.6496821198,0,0,0,-15.36125748,-27.77524816,-14.94268876,-15.36125748,-27.77524816,-14.94268876
050,3,6,01,087,Alabama,Macon County,21452,21450,21541,21215,20383,19688,91,-326,-832,-695,61,217,194,190,40,239,224,250,21,-22,-30,-60,0,-2,-2,-2,71,-310,-821,-635,71,-312,-823,-637,-1,8,21,2,1772,1777,1779,1656,1661,10.150622135,9.3273715082,9.4831673779,11.179717467,10.769748546,12.477851813,-1.029095332,-1.442377037,-2.994684435,-0.093554121,-0.096158469,-0.099822815,-14.50088876,-39.47305159,-31.69374361,-14.59444289,-39.56921006,-31.79356642
050,3,6,01,089,Alabama,Madison County,334811,334811,336204,339681,342762,346892,1393,3477,3081,4130,1066,4251,4022,4102,603,2640,2705,2718,463,1611,1317,1384,150,511,561,532,739,1428,1220,2006,889,1939,1781,2538,41,-73,-17,208,8042,8052,7526,7483,7494,12.579063006,11.787065,11.895820223,7.8119798486,7.9274019955,7.8822133998,4.7670831576,3.8596630048,4.0136068231,1.512091554,1.6440933529,1.5428026228,4.2255709181,3.5753901791,5.8174098896,5.7376624722,5.219483532,7.3602125124
050,3,6,01,091,Alabama,Marengo County,21027,21029,20941,20689,20389,20155,-88,-252,-300,-234,56,233,250,246,100,251,243,250,-44,-18,7,-4,0,1,1,1,-47,-258,-316,-233,-47,-257,-315,-232,3,23,8,2,254,254,254,254,254,11.193850589,12.171965529,12.134964483,12.058611578,11.831150494,12.332280979,-0.86476099,0.3408150348,-0.197316496,0.0480422772,0.0486878621,0.0493291239,-12.39490752,-15.38536443,-11.49368587,-12.34686524,-15.33667657,-11.44435675
050,3,6,01,093,Alabama,Marion County,30776,30777,30814,30741,30538,30334,37,-73,-203,-204,84,291,319,305,77,432,399,375,7,-141,-80,-70,2,5,5,6,31,41,-126,-167,33,46,-121,-161,-3,22,-2,27,868,868,868,864,864,9.4549589798,10.411397053,10.02102773,14.036227764,13.022405718,12.320935734,-4.581268784,-2.611008665,-2.299908004,0.1624563399,0.1631880416,0.1971349717,1.3321419868,-4.112338648,-5.48692338,1.4945983267,-3.949150606,-5.289788408
050,3,6,01,095,Alabama,Marshall County,93019,93019,93188,93921,94413,94760,169,733,492,347,348,1310,1314,1298,268,1034,1052,1063,80,276,262,235,42,145,133,138,46,333,110,-85,88,478,243,53,1,-21,-13,59,1047,1047,1035,1061,1061,14.002533283,13.953932906,13.722888573,11.052381232,11.17164187,11.238390257,2.9501520504,2.7822910361,2.4844983164,1.5498987221,1.4123843809,1.45898199,3.5594225826,1.1681374579,-0.898648327,5.1093213047,2.5805218389,0.5603336628
050,3,6,01,097,Alabama,Mobile County,412992,413002,413290,412989,413590,414079,288,-301,601,489,1454,5607,5653,5567,950,4098,4195,4239,504,1509,1458,1328,145,533,636,593,-358,-2167,-1470,-1534,-213,-1634,-834,-941,-3,-176,-23,102,6808,6808,7054,6971,6971,13.571687045,13.67806344,13.452237549,9.9191677387,10.150269968,10.243225251,3.6525193064,3.5277934716,3.2090122984,1.2901211334,1.5388728724,1.4329399796,-5.245201681,-3.556828809,-3.706795833,-3.955080548,-2.017955936,-2.273855853
050,3,6,01,099,Alabama,Monroe County,23068,23070,23004,22803,22629,22236,-66,-201,-174,-393,77,258,258,262,38,281,267,264,39,-23,-9,-2,0,0,-1,-1,-102,-185,-166,-380,-102,-185,-167,-381,-3,7,2,-10,230,230,230,230,230,11.264653874,11.357633386,11.679482893,12.268867204,11.7538299,11.768639251,-1.00421333,-0.396196513,-0.089156358,0,-0.044021835,-0.044578179,-8.077368088,-7.307624582,-16.93970801,-8.077368088,-7.351646417,-16.98428619
050,3,6,01,101,Alabama,Montgomery County,229363,229363,229805,231535,229293,226659,442,1730,-2242,-2634,787,3148,3166,3017,457,1980,1972,2040,330,1168,1194,977,117,341,476,405,8,252,-3997,-4020,125,593,-3521,-3615,-13,-31,85,4,9082,9091,8716,8590,8598,13.64720163,13.740484519,13.233849177,8.5836909871,8.5585077296,8.9483103485,5.0635106429,5.1819767896,4.2855388286,1.4783023367,2.0658466933,1.7765027898,1.092469762,-17.3470362,-17.6334351,2.5707720987,-15.28118951,-15.85693231
050,3,6,01,103,Alabama,Morgan County,119490,119488,119553,119916,120157,119787,65,363,241,-370,338,1505,1408,1405,294,1235,1235,1196,44,270,173,209,19,121,122,129,6,12,-42,-721,25,133,80,-592,-4,-40,-12,13,2133,2133,2133,2120,2120,12.569476634,11.72976553,11.711065915,10.31448747,10.288537237,9.968992765,2.2549891635,1.4412282931,1.7420731504,1.0105692177,1.0163575246,1.0752508919,0.1002217406,-0.349893574,-6.009735605,1.1107909583,0.6664639505,-4.934484713
